,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Year,Mu
3988,ARG,2020-10-12,South America,Argentina,903730.0,9524.0,13428.857,24186.0,318.0,388.286,19816.11,208.833,294.455,530.327,6.973,8.514,1.04,,,,,,,,,20105.0,2733953.0,59.947,0.441,30342.0,0.665,0.396,2.5,tests performed,,,,,,,,,,,,,,82.87,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
4002,ARG,2020-10-26,South America,Argentina,1102301.0,11712.0,14234.143,29301.0,405.0,369.286,24170.181,256.809,312.112,642.484,8.88,8.097000000000001,0.95,,,,,,,,,33043.0,3210200.0,70.39,0.725,33873.0,0.743,0.345,2.9,tests performed,,,,,,,,,,,,,,80.09,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
4016,ARG,2020-11-09,South America,Argentina,1250499.0,8317.0,9624.0,33907.0,347.0,326.286,27419.722,182.367,211.026,743.48,7.609,7.154,0.9,,,,,,,,,27878.0,3620529.0,79.387,0.611,28694.0,0.629,0.28300000000000003,3.5,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25,1.75,111.0,0.0
4030,ARG,2020-11-23,South America,Argentina,1374631.0,4265.0,8035.286,37122.0,120.0,199.286,30141.568,93.519,176.19,813.975,2.631,4.37,0.85,,,,,,,,,14691.0,3995997.0,87.62,0.322,25853.0,0.5670000000000001,0.232,4.3,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
4044,ARG,2020-12-07,South America,Argentina,1466309.0,3199.0,5968.0,39888.0,118.0,165.429,32151.793,70.145,130.86,874.625,2.587,3.627,0.86,,,,,,,,,15639.0,4346992.0,95.317,0.343,23765.0,0.521,0.188,5.3,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
4058,ARG,2020-12-21,South America,Argentina,1547138.0,5853.0,6273.714,41997.0,184.0,136.571,33924.133,128.339,137.564,920.869,4.035,2.995,1.06,,,,,,,,,35303.0,4739308.0,103.919,0.774,31450.0,0.69,0.17800000000000002,5.6,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
4072,ARG,2021-01-04,South America,Argentina,1648940.0,8222.0,8346.714,43634.0,152.0,109.429,36156.348,180.284,183.019,956.764,3.333,2.399,1.21,,,,,,,,,50006.0,5200368.0,114.029,1.096,35512.0,0.779,0.224,4.5,tests performed,39599.0,,,,,6483.0,0.09,,,,142.0,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,,,6483.0,142.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,97.83,0.0,111.0,0.0
4093,ARG,2021-01-25,South America,Argentina,1874801.0,7578.0,9624.714,47034.0,207.0,171.71400000000003,41108.808,166.16299999999995,211.041,1031.316,4.539,3.765,0.93,,,,,,,,,48099.0,6199459.0,135.936,1.055,45132.0,0.99,0.174,5.7,tests performed,292386.0,260122.0,32264.0,,363.0,9046.0,0.64,0.57,0.07,,198.0,3317.0,0.006999999999999999,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,3317.0,0.006999999999999999,9046.0,198.0,363.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,96.42,1.79,111.0,0.0
4107,ARG,2021-02-08,South America,Argentina,1985501.0,5154.0,7378.286,49398.0,227.0,164.143,43536.129,113.012,161.784,1083.151,4.977,3.599,0.87,,,,,,,,,50107.0,6848050.0,150.157,1.099,45459.0,0.997,0.13699999999999998,7.3,tests performed,511582.0,322318.0,189264.0,,10430.0,19390.0,1.12,0.71,0.41,,425.0,5820.0,0.013,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,5820.0,0.013,19390.0,425.0,10430.0,0.0,4.76,3.17,0.0,0.0,0.0,0.0,6.35,84.13,1.59,111.0,0.0
4121,ARG,2021-02-22,South America,Argentina,2069751.0,5417.0,5813.429,51359.0,161.0,147.429,45383.481,118.779,127.471,1126.15,3.53,3.233,0.98,,,,,,,,,50537.0,7477314.0,163.955,1.108,45758.0,1.003,0.117,8.5,tests performed,722234.0,458822.0,263412.0,,1967.0,16063.0,1.58,1.01,0.58,,352.0,12377.0,0.027000000000000003,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,12377.0,0.027000000000000003,16063.0,352.0,1967.0,0.0,1.89,3.77,0.0,0.0,0.0,0.0,0.0,90.57,3.77,111.0,0.0
4135,ARG,2021-03-08,South America,Argentina,2154694.0,5058.0,6095.857,53121.0,241.0,149.143,47246.028,110.907,133.664,1164.785,5.284,3.27,1.03,,,,,,,,,43160.0,8051287.0,176.541,0.946,39534.0,0.867,0.14400000000000002,6.9,tests performed,1546699.0,1202998.0,343701.0,,20621.0,71076.0,3.39,2.64,0.75,,1558.0,63969.0,0.14,71.76,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,63969.0,0.14,71076.0,1558.0,20621.0,0.0,5.26,7.02,0.0,0.0,0.0,0.0,8.77,75.44,3.51,111.0,0.0
4149,ARG,2021-03-22,South America,Argentina,2252172.0,6401.0,7183.714,54671.0,126.0,119.286,49383.431,140.355,157.517,1198.772,2.763,2.616,1.15,,,,,,,,,54305.0,8669498.0,190.096,1.1909999999999998,45729.0,1.003,0.149,6.7,tests performed,3142444.0,2535054.0,607390.0,,22616.0,105464.0,6.89,5.56,1.33,,2313.0,83167.0,0.182,70.37,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,83167.0,0.182,105464.0,2313.0,22616.0,0.0,2.42,13.33,0.0,1.21,0.0,0.0,12.73,66.67,3.64,111.0,0.0
4163,ARG,2021-04-05,South America,Argentina,2407159.0,13667.0,12078.286,56471.0,272.0,122.857,52781.834,299.677,264.841,1238.241,5.964,2.694,1.33,,,,,,,,,83393.0,9443831.0,207.075,1.829,59772.0,1.311,0.233,4.3,tests performed,4260808.0,3576423.0,684385.0,,26303.0,87820.0,9.34,7.84,1.5,,1926.0,85177.0,0.187,71.76,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,85177.0,0.187,87820.0,1926.0,26303.0,0.0,1.76,25.88,0.0,2.35,0.0,0.0,18.82,38.25,12.94,111.0,0.0
4177,ARG,2021-04-19,South America,Argentina,2714475.0,20461.0,23210.857000000004,59476.0,248.0,217.0,59520.36,448.649,508.945,1304.132,5.438,4.758,1.14,,,,,,,,,95938.0,10666011.0,233.874,2.104,87923.0,1.928,0.248,4.0,tests performed,6334554.0,5534225.0,800329.0,,45742.0,134936.0,13.89,12.13,1.75,,2959.0,124734.0,0.274,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,124734.0,0.274,134936.0,2959.0,45742.0,0.0,2.22,30.37,0.0,0.37,0.0,0.0,12.59,42.97,11.48,111.0,0.0
4191,ARG,2021-05-03,South America,Argentina,3021179.0,15920.0,20214.571,64792.0,540.0,386.429,66245.466,349.0780000000001,443.245,1420.696,11.841,8.472999999999999,0.99,,,,,,,,,91730.0,11794562.0,258.62,2.011,78835.0,1.729,0.237,4.2,tests performed,8039793.0,7051772.0,988021.0,,41891.0,117870.0,17.63,15.46,2.17,,2585.0,101402.0,0.222,77.31,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,101402.0,0.222,117870.0,2585.0,41891.0,0.32,1.93,41.8,0.0,0.96,0.0,0.32,12.86,23.16,18.33,111.0,0.0
4205,ARG,2021-05-17,South America,Argentina,3335965.0,28680.0,24406.286,71027.0,505.0,458.0,73147.786,628.867,535.1569999999998,1557.411,11.073,10.043,1.16,,,,,,,,,114715.0,12962331.0,284.225,2.515,86756.0,1.902,0.273,3.7,tests performed,10002830.0,8050709.0,1952121.0,,75047.0,125724.0,21.93,17.65,4.28,,2757.0,47491.0,0.104,84.26,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,47491.0,0.104,125724.0,2757.0,75047.0,0.0,2.3,53.77,0.0,0.66,0.33,0.0,12.46,15.07,15.41,111.0,0.0
4219,ARG,2021-05-31,South America,Argentina,3781784.0,28175.0,31378.429,78093.0,637.0,516.143,82923.271,617.794,688.0360000000002,1712.3470000000002,13.968,11.317,1.02,,,,,,,,,107241.0,14349960.0,314.652,2.351,97374.0,2.135,0.294,3.4,tests performed,12257297.0,9476406.0,2780891.0,,137396.0,158261.0,26.88,20.78,6.1,,3470.0,105882.0,0.232,81.48,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,105882.0,0.232,158261.0,3470.0,137396.0,0.0,1.49,55.76,0.0,1.12,0.0,0.0,10.78,7.8,23.05,111.0,0.0
4233,ARG,2021-06-14,South America,Argentina,4145482.0,21292.0,23978.286,86029.0,686.0,583.286,90898.086,466.87,525.7719999999998,1886.36,15.042,12.79,0.89,,,,,,,,,105468.0,15661270.0,343.405,2.313,89809.0,1.969,0.238,4.2,tests performed,16382043.0,13043304.0,3338739.0,,95141.0,292268.0,35.92,28.6,7.32,,6409.0,250405.0,0.5489999999999999,77.78,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,250405.0,0.5489999999999999,292268.0,6409.0,95141.0,0.0,0.26,64.81,0.0,0.53,0.0,0.26,7.67,4.25,22.22,111.0,0.0
4247,ARG,2021-06-28,South America,Argentina,4423636.0,18389.0,20891.571,93142.0,574.0,521.714,96997.175,403.216,458.09,2042.327,12.586,11.44,0.94,,,,,,,,,83274.0,16769458.0,367.704,1.826,81888.0,1.796,0.227,4.4,tests performed,19951580.0,15993494.0,3958086.0,,202112.0,250383.0,43.75,35.07,8.68,,5490.0,212669.0,0.466,75.0,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,212669.0,0.466,250383.0,5490.0,202112.0,0.0,0.29,66.29,0.0,0.29,0.0,0.57,8.86,2.27,21.43,111.0,0.0
4261,ARG,2021-07-12,South America,Argentina,4662937.0,14989.0,15741.0,99255.0,474.0,390.571,102244.334,328.664,345.153,2176.367,10.393,8.564,0.91,,,,,,,,,101236.0,17921119.0,392.957,2.22,84686.0,1.857,0.171,5.8,tests performed,24862187.0,19822638.0,5039549.0,,245269.0,345437.0,54.52,43.47,11.05,,7574.0,258671.0,0.5670000000000001,75.0,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,258671.0,0.5670000000000001,345437.0,7574.0,245269.0,0.0,0.0,71.17,0.0,0.0,0.0,5.71,3.3,3.3,16.22,111.0,0.0
4275,ARG,2021-07-26,South America,Argentina,4859170.0,12555.0,12861.143,104105.0,384.0,307.143,106547.14,275.29400000000004,282.007,2282.713,8.42,6.735,0.92,,,,,,,,,107206.0,19139056.0,419.663,2.351,86480.0,1.896,0.139,7.2,tests performed,29880247.0,23857637.0,6022610.0,,157019.0,349959.0,65.52,52.31,13.21,,7674.0,261072.0,0.5720000000000001,75.0,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,261072.0,0.5720000000000001,349959.0,7674.0,157019.0,0.0,0.0,53.95,0.0,0.0,0.0,14.47,4.61,1.64,25.0,111.0,0.0
4289,ARG,2021-08-09,South America,Argentina,5029075.0,10180.0,11720.714,107961.0,502.0,273.714,110272.651,223.217,257.0,2367.263,11.007,6.002000000000002,0.87,,,,,,,,,97626.0,20389648.0,447.084,2.141,92210.0,2.022,0.117,8.5,tests performed,34902791.0,26179454.0,8723337.0,,277865.0,366771.0,76.53,57.4,19.13,,8042.0,143036.0,0.314,75.93,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,143036.0,0.314,366771.0,8042.0,277865.0,0.0,0.0,56.19,0.0,0.0,0.0,21.65,2.84,1.02,17.78,111.0,0.0
4303,ARG,2021-08-23,South America,Argentina,5139966.0,6135.0,7385.0,110609.0,257.0,214.857,112704.161,134.52200000000002,161.931,2425.326,5.635,4.711,0.79,,,,,,,,,104209.0,21577742.0,473.136,2.285,88901.0,1.949,0.07200000000000001,13.9,tests performed,39133726.0,27210308.0,11923418.0,,229637.0,332068.0,85.81,59.66,26.14,,7281.0,80907.0,0.177,75.93,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,80907.0,0.177,332068.0,7281.0,229637.0,0.0,0.0,33.86,0.0,0.0,0.0,41.27,1.06,0.53,23.28,111.0,0.0
4317,ARG,2021-09-06,South America,Argentina,5207695.0,3893.0,4115.143,112673.0,162.0,152.286,114189.256,85.36200000000002,90.233,2470.584,3.552,3.339,0.71,,,,,,,,,86277.0,22691981.0,497.568,1.892,74623.0,1.636,0.043,23.3,tests performed,44667497.0,28344998.0,16322499.0,,266060.0,390994.0,97.94,62.15,35.79,,8573.0,78206.0,0.171,75.93,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,78206.0,0.171,390994.0,8573.0,266060.0,0.0,0.0,57.09,0.0,0.0,0.0,24.25,1.12,0.0,16.42,111.0,0.0
4331,ARG,2021-09-20,South America,Argentina,5241394.0,2162.0,2080.429,114518.0,90.0,125.429,114928.175,47.40600000000001,45.618,2511.039,1.973,2.75,0.71,,,,,,,,,60998.0,23448957.0,514.1659999999998,1.338,51931.0,1.139,0.027000000000000003,37.0,tests performed,49017568.0,29032591.0,20011380.0,,187362.0,288833.0,107.48,63.66,43.88,,6333.0,44398.0,0.097,75.93,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,44398.0,0.097,288833.0,6333.0,187362.0,0.0,0.0,32.04,0.0,0.0,0.0,53.4,0.0,0.0,14.56,111.0,0.0
5747,AUS,2020-05-11,Oceania,Australia,6970.0,22.0,17.570999999999998,97.0,0.0,0.14300000000000002,270.278,0.853,0.6809999999999999,3.761,0.0,0.006,0.79,,,,,,,,,27247.0,855119.0,33.159,1.057,29272.0,1.135,0.001,1665.9,tests performed,,,,,,,,,,,,,,69.44,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,387.0731707317073,0.018536585365853658
5761,AUS,2020-05-25,Oceania,Australia,7126.0,12.0,8.286,102.0,0.0,0.429,276.328,0.465,0.321,3.955,0.0,0.017,0.89,,,,,,,,,19405.0,1244200.0,48.247,0.752,26024.0,1.009,0.0,3140.7,tests performed,,,,,,,,,,,,,,65.28,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5775,AUS,2020-06-08,Oceania,Australia,7267.0,2.0,6.5710000000000015,102.0,0.0,0.0,281.795,0.078,0.255,3.955,0.0,0.0,0.91,,,,,,,,,16053.0,1633515.0,63.343,0.622,23042.0,0.894,0.0,3506.6,tests performed,,,,,,,,,,,,,,62.04,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5789,AUS,2020-06-22,Oceania,Australia,7492.0,18.0,20.714,102.0,0.0,0.0,290.52,0.698,0.8029999999999999,3.955,0.0,0.0,1.63,,,,,,,,,66525.0,2107849.0,81.737,2.58,39957.0,1.5490000000000002,0.001,1929.0,tests performed,,,,,,,,,,,,,,50.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5803,AUS,2020-07-06,Oceania,Australia,8755.0,172.0,131.571,106.0,0.0,0.28600000000000003,339.496,6.67,5.102,4.11,0.0,0.011,1.82,,,,,,,,,45730.0,2759165.0,106.993,1.773,49067.0,1.903,0.003,372.9,tests performed,,,,,,,,,,,,,,68.98,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5817,AUS,2020-07-20,Oceania,Australia,12428.0,359.0,311.0,126.0,3.0,2.571,481.926,13.921,12.06,4.886,0.116,0.1,1.38,,,,,,,,,57962.0,3534425.0,137.056,2.248,59520.0,2.3080000000000003,0.005,191.4,tests performed,,,,,,,,,,,,,,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5831,AUS,2020-08-03,Oceania,Australia,18730.0,412.0,489.571,232.0,11.0,9.286,726.301,15.976,18.984,8.996,0.4270000000000001,0.36,1.1,,,,,,,,,40529.0,4386911.0,170.113,1.5719999999999998,57117.0,2.215,0.009000000000000001,116.7,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5845,AUS,2020-08-17,Oceania,Australia,23773.0,215.0,294.286,438.0,17.0,15.286,921.855,8.337,11.412,16.985,0.659,0.593,0.72,,,,,,,,,38539.0,5336097.0,206.92,1.494,59650.0,2.313,0.005,202.7,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5859,AUS,2020-08-31,Oceania,Australia,25819.0,73.0,109.429,657.0,5.0,18.857,1001.194,2.8310000000000004,4.243,25.477,0.194,0.731,0.61,,,,,,,,,46224.0,6214453.0,240.98,1.7919999999999998,65203.0,2.528,0.002,595.8,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5873,AUS,2020-09-14,Oceania,Australia,26739.0,47.0,52.286,816.0,0.0,6.5710000000000015,1036.869,1.823,2.028,31.642,0.0,0.255,0.58,,,,,,,,,30946.0,7047036.0,273.266,1.2,50515.0,1.959,0.001,966.1,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5887,AUS,2020-09-28,Oceania,Australia,27055.0,11.0,16.143,882.0,7.0,4.0,1049.123,0.4270000000000001,0.626,34.202,0.271,0.155,0.62,,,,,,,,,17099.0,7563322.0,293.286,0.6629999999999999,34805.0,1.35,0.0,2156.0,tests performed,,,,,,,,,,,,,,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5901,AUS,2020-10-12,Oceania,Australia,27310.0,25.0,19.571,899.0,1.0,0.5710000000000001,1059.011,0.969,0.759,34.861,0.039,0.022,1.0,,,,,,,,,27447.0,8035558.0,311.598,1.064,34864.0,1.352,0.001,1781.4,tests performed,,,,,,,,,,,,,,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5915,AUS,2020-10-26,Oceania,Australia,27539.0,14.0,19.143,905.0,0.0,0.0,1067.891,0.5429999999999999,0.742,35.094,0.0,0.0,0.85,,,,,,,,,31186.0,8567028.0,332.207,1.209,37665.0,1.461,0.001,1967.6,tests performed,,,,,,,,,,,,,,68.06,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5929,AUS,2020-11-09,Oceania,Australia,27669.0,4.0,8.429,907.0,0.0,0.0,1072.932,0.155,0.327,35.171,0.0,0.0,0.83,,,,,,,,,29026.0,9126840.0,353.915,1.126,38777.0,1.504,0.0,4600.4,tests performed,,,,,,,,,,,,,,64.35,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5943,AUS,2020-11-23,Oceania,Australia,27843.0,9.0,12.143,907.0,0.0,0.0,1079.679,0.349,0.471,35.171,0.0,0.0,0.98,,,,,,,,,31580.0,9740770.0,377.722,1.225,48429.0,1.878,0.0,3988.2,tests performed,,,,,,,,,,,,,,64.35,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,111.0,0.0
5957,AUS,2020-12-07,Oceania,Australia,27987.0,15.0,10.714,908.0,0.0,0.0,1085.263,0.5820000000000001,0.415,35.21,0.0,0.0,0.99,,,,,,,,,22632.0,10204429.0,395.701,0.878,29741.0,1.153,0.0,2775.9,tests performed,,,,,,,,,,,,,,62.5,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,97.96,0.0,111.0,0.0
5971,AUS,2020-12-21,Oceania,Australia,28219.0,21.0,24.429,908.0,0.0,0.0,1094.259,0.8140000000000001,0.947,35.21,0.0,0.0,1.37,,,,,,,,,70033.0,10649443.0,412.958,2.716,35903.0,1.392,0.001,1469.7,tests performed,,,,,,,,,,,,,,70.83,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,1.41,2.82,0.0,0.0,0.0,0.0,0.0,4.23,91.54,0.0,111.0,0.0
5985,AUS,2021-01-04,Oceania,Australia,28517.0,13.0,24.0,909.0,0.0,0.0,1105.815,0.504,0.931,35.249,0.0,0.0,0.92,,,,,,,,,77267.0,11505997.0,446.173,2.9960000000000004,54486.0,2.113,0.0,2270.2,tests performed,,,,,,,,,,,,,,70.83,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,3.85,1.92,0.0,0.0,0.0,0.0,0.0,8.65,85.58,0.0,111.0,0.0
5992,AUS,2021-01-11,Oceania,Australia,28634.0,20.0,16.714000000000002,909.0,0.0,0.0,1110.352,0.7759999999999999,0.648,35.249,0.0,0.0,0.86,,,,,,,,,77697.0,12079425.0,468.409,3.013,81918.0,3.177,0.0,4901.2,tests performed,,,,,,,,,,,,,,55.09,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,5.41,6.76,0.0,0.0,0.0,1.35,0.0,28.38,58.1,0.0,111.0,0.0
6006,AUS,2021-01-25,Oceania,Australia,28780.0,3.0,7.0,909.0,0.0,0.0,1116.014,0.116,0.271,35.249,0.0,0.0,0.67,,,,,,,,,,,,,42557.0,1.65,0.0,6079.6,tests performed,,,,,,,,,,,,,,55.09,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,,,,,,6.0,2.0,0.0,0.0,0.0,1.0,0.0,44.0,47.0,0.0,111.0,0.0
