,iso_code,date,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,daily_vaccinations_raw,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
135509,VNM,2021-08-23,Asia,Vietnam,358456.0,10397.0,10680.0,8666.0,389.0,360.714,3651.424,105.909,108.792,88.27600000000002,3.963,3.674,1.14,,,,,,,,,17418.0,12002418.0,122.263,0.177,181711.0,1.851,0.059,17.0,samples tested,17647353.0,15725040.0,1922313.0,,282784.0,339399.0,17.98,16.02,1.96,,3457.0,265045.0,0.27,72.69,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000002,2.6,75.4,0.7040000000000001,,,,,265045.0,0.27,339399.0,3457.0,282784.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
135523,VNM,2021-09-06,Asia,Vietnam,536788.0,12481.0,12471.286,13385.0,311.0,331.571,5468.009,127.138,127.039,136.347,3.168,3.378,1.02,,,,,,,,,146326.0,16329855.0,166.345,1.491,305130.0,3.108,0.041,24.5,samples tested,22675644.0,19231238.0,3444406.0,,663521.0,386989.0,23.1,19.59,3.51,,3942.0,269100.0,0.274,72.69,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000002,2.6,75.4,0.7040000000000001,,,,,269100.0,0.274,386989.0,3942.0,663521.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0
135537,VNM,2021-09-20,Asia,Vietnam,695744.0,8681.0,10171.0,17305.0,215.0,235.0,7087.219,88.429,103.607,176.278,2.19,2.394,0.9,,,,,,,,,,,,,205007.0,2.088,0.05,20.2,samples tested,35071714.0,28288007.0,6783707.0,,518124.0,674685.0,35.73,28.82,6.91,,6873.0,508641.0,0.518,72.69,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000002,2.6,75.4,0.7040000000000001,,,,,508641.0,0.518,674685.0,6873.0,518124.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
135551,VNM,2021-10-04,Asia,Vietnam,813961.0,5383.0,6844.286,19845.0,130.0,155.286,8291.44,54.834,69.72,202.152,1.324,1.582,0.76,,,,,,,,,,,,,148294.0,1.511,0.046,21.7,samples tested,46969510.0,35355593.0,11613917.0,,1473387.0,982068.0,47.85,36.02,11.83,,10004.0,551089.0,0.561,67.13,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000002,2.6,75.4,0.7040000000000001,,,,,551089.0,0.561,982068.0,10004.0,1473387.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
135565,VNM,2021-10-18,Asia,Vietnam,867221.0,3168.0,3420.0,21269.0,75.0,85.571,8833.975,32.271,34.838,216.657,0.764,0.872,0.87,,,,,,,,,,,,,120362.0,1.226,0.028,35.2,samples tested,64992488.0,46493751.0,18498737.0,,1558308.0,1394766.0,66.2,47.36,18.84,,14208.0,1057952.0,1.078,64.35,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000002,2.6,75.4,0.7040000000000001,,,,,1057952.0,1.078,1394766.0,14208.0,1558308.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
135579,VNM,2021-11-01,Asia,Vietnam,926720.0,5598.0,4877.286,22131.0,48.0,56.143,9440.064,57.024,49.683,225.438,0.489,0.5720000000000001,1.19,,,,,,,,,,,,,92969.0,0.947,0.052000000000000005,19.1,samples tested,83131464.0,58013895.0,25117569.0,,1201589.0,1168724.0,84.68,59.1,25.59,,11905.0,698287.0,0.711,68.98,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000002,2.6,75.4,0.7040000000000001,,,,,698287.0,0.711,1168724.0,11905.0,1201589.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0
137336,ZAF,2020-05-11,Africa,South Africa,10652.0,637.0,490.286,206.0,12.0,9.714,177.40900000000005,10.609000000000002,8.166,3.431,0.2,0.162,1.48,,,,,,,,,14731.0,356067.0,5.93,0.245,14075.0,0.234,0.035,28.7,people tested,,,,,,,,,,,,,,84.26,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0
137350,ZAF,2020-05-25,Africa,South Africa,23615.0,1032.0,1026.0,481.0,52.0,27.857,393.30800000000005,17.188,17.088,8.011000000000001,0.866,0.464,1.34,,,,,,,,,12922.0,596777.0,9.939,0.215,17387.0,0.29,0.059,16.9,people tested,,,,,,,,,,,,,,84.26,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
137364,ZAF,2020-06-08,Africa,South Africa,50879.0,2594.0,2360.286,1080.0,82.0,53.57100000000001,847.39,43.203,39.311,17.987000000000005,1.366,0.892,1.36,,,,,,,,,22995.0,943059.0,15.707,0.383,28617.0,0.477,0.08199999999999999,12.1,people tested,,,,,,,,,,,,,,76.85,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
137378,ZAF,2020-06-22,Africa,South Africa,101590.0,4288.0,4008.143,1991.0,61.0,60.429,1691.9820000000002,71.417,66.756,33.16,1.016,1.006,1.34,,,,,,,,,25116.0,1353176.0,22.537,0.418,29178.0,0.486,0.13699999999999998,7.3,people tested,,,,,,,,,,,,,,76.85,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0
137392,ZAF,2020-07-06,Africa,South Africa,205721.0,8971.0,8779.571,3310.0,111.0,111.571,3426.285,149.412,146.224,55.128,1.849,1.858,1.33,,,,,,,,,33950.0,1864111.0,31.047,0.565,38159.0,0.636,0.23,4.3,people tested,,,,,,,,,,,,,,76.85,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0
137406,ZAF,2020-07-20,Africa,South Africa,373628.0,9300.0,12261.714,5173.0,140.0,143.0,6222.778,154.892,204.219,86.156,2.332,2.382,1.05,,,,,,,,,33899.0,2505646.0,41.732,0.565,44432.0,0.74,0.276,3.6,people tested,,,,,,,,,,,,,,80.56,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0
137420,ZAF,2020-08-03,Africa,South Africa,516862.0,5377.0,9190.429,8539.0,173.0,210.286,8608.341,89.554,153.067,142.217,2.881,3.502,0.8,,,,,,,,,21916.0,3058695.0,50.94300000000001,0.365,36641.0,0.61,0.251,4.0,people tested,,,,,,,,,,,,,,75.0,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0
137434,ZAF,2020-08-17,Africa,South Africa,589886.0,2541.0,3755.429,11982.0,143.0,194.429,9824.557,42.32,62.547,199.56,2.382,3.238,0.68,,,,,,,,,15032.0,3415670.0,56.88800000000001,0.25,21168.0,0.353,0.177,5.6,people tested,,,,,,,,,,,,,,75.0,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0
137448,ZAF,2020-08-31,Africa,South Africa,627041.0,1985.0,2227.286,14149.0,121.0,141.429,10443.374,33.06,37.095,235.652,2.015,2.355,0.76,,,,,,,,,18849.0,3693721.0,61.519,0.314,18522.0,0.308,0.12,8.3,people tested,,,,,,,,,,,,,,72.22,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0
137462,ZAF,2020-09-14,Africa,South Africa,650749.0,956.0,1626.714,15499.0,52.0,70.714,10838.231000000002,15.922,27.093000000000004,258.136,0.866,1.178,0.87,,,,,,,,,10136.0,3928614.0,65.431,0.16899999999999998,17095.0,0.285,0.095,10.5,people tested,,,,,,,,,,,,,,72.22,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0
137476,ZAF,2020-09-28,Africa,South Africa,671669.0,903.0,1390.429,16586.0,188.0,84.85700000000001,11186.653,15.039,23.158,276.24,3.131,1.413,0.93,,,,,,,,,9014.0,4152480.0,69.16,0.15,14965.0,0.249,0.093,10.8,people tested,,,,,,,,,,,,,,57.41,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0
137490,ZAF,2020-10-12,Africa,South Africa,693359.0,888.0,1592.0,17863.0,83.0,121.0,11547.901000000002,14.79,26.515,297.508,1.382,2.015,1.04,,,,,,,,,10977.0,4418418.0,73.589,0.183,19725.0,0.329,0.081,12.4,people tested,,,,,,,,,,,,,,50.93,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0
137504,ZAF,2020-10-26,Africa,South Africa,716759.0,891.0,1643.571,19008.0,40.0,73.714,11937.628,14.84,27.374,316.578,0.6659999999999999,1.228,0.98,,,,,,,,,11464.0,4709403.0,78.435,0.191,20489.0,0.341,0.08,12.5,people tested,,,,,,,,,,,,,,48.15,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0
137518,ZAF,2020-11-09,Africa,South Africa,738525.0,1247.0,1561.429,19845.0,36.0,54.286,12300.141,20.769,26.006,330.519,0.6,0.904,1.1,,,,,,,,,12641.0,4993081.0,83.16,0.211,20023.0,0.333,0.078,12.8,people tested,,,,,,,,,,,,,,38.89,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0
137532,ZAF,2020-11-23,Africa,South Africa,769759.0,2080.0,2498.571,20968.0,65.0,93.429,12820.343,34.642,41.614,349.222,1.083,1.556,1.21,,,,,,,,,14377.0,5305343.0,88.361,0.239,23199.0,0.386,0.108,9.3,people tested,,,,,,,,,,,,,,41.67,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0
137546,ZAF,2020-12-07,Africa,South Africa,817878.0,3313.0,3982.0,22249.0,43.0,102.0,13621.766,55.178,66.32,370.557,0.716,1.699,1.39,,,,,,,,,19252.0,5611915.0,93.466,0.321,23092.0,0.385,0.172,5.8,people tested,,,,,,,,,,,,,,44.44,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0
137560,ZAF,2020-12-21,Africa,South Africa,930711.0,8789.0,9226.286,24907.0,216.0,208.0,15501.0,146.381,153.664,414.826,3.597,3.464,1.34,,,,,,,,,35844.0,6176683.0,102.873,0.597,41779.0,0.696,0.221,4.5,people tested,,,,,,,,,,,,,,45.37,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
137574,ZAF,2021-01-04,Africa,South Africa,1113349.0,12601.0,14496.857,30011.0,434.0,420.0,18542.838,209.87,241.445,499.833,7.228,6.995,1.23,,,,,,,,,37419.0,6780272.0,112.925,0.623,44464.0,0.741,0.326,3.1,people tested,,,,,,,,,,,,,,67.59,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
137581,ZAF,2021-01-11,Africa,South Africa,1246643.0,15046.0,19042.0,33579.0,416.0,509.714,20762.851,250.591,317.145,559.259,6.928,8.488999999999999,1.08,,,,,,,,,52496.0,7236389.0,120.522,0.8740000000000001,65160.0,1.085,0.292,3.4,people tested,,,,,,,,,,,,,,67.59,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,570.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,82.0,0.0,0.0,0.0
137595,ZAF,2021-01-25,Africa,South Africa,1417537.0,4551.0,10085.857,41117.0,243.0,524.0,23609.092,75.797,167.98,684.804,4.047,8.727,0.68,,,,,,,,,26113.0,8019239.0,133.56,0.435,52267.0,0.871,0.193,5.2,people tested,,,,,,,,,,,,,,72.22,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,519.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0
137609,ZAF,2021-02-08,Africa,South Africa,1477511.0,1376.0,3028.857,46473.0,183.0,296.286,24607.959,22.917,50.44600000000001,774.008,3.048,4.935,0.57,,,,,,,,,15599.0,8511410.0,141.75799999999995,0.26,30094.0,0.501,0.101,9.9,people tested,,,,,,,,,,,,,,64.81,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,,,,,,375.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0
137623,ZAF,2021-02-22,Africa,South Africa,1504588.0,792.0,1668.429,49150.0,97.0,150.857,25058.927000000003,13.191,27.788,818.5939999999998,1.616,2.513,0.7,,,,,,,,,15342.0,8907857.0,148.36,0.256,27859.0,0.464,0.06,16.7,people tested,23059.0,23059.0,23059.0,,7671.0,3843.0,0.04,0.04,0.04,,64.0,3843.0,0.006,48.15,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,3843.0,0.006,3843.0,64.0,7671.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0
137637,ZAF,2021-03-08,Africa,South Africa,1521706.0,638.0,1106.714,50803.0,125.0,103.714,25344.028,10.626,18.432,846.1239999999998,2.082,1.727,0.87,,,,,,,,,13630.0,9269122.0,154.377,0.227,25550.0,0.426,0.043,23.1,people tested,101841.0,101841.0,101841.0,,268.0,4113.0,0.17,0.17,0.17,,69.0,4113.0,0.006999999999999999,48.15,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,4113.0,0.006999999999999999,4113.0,69.0,268.0,209.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0
137651,ZAF,2021-03-22,Africa,South Africa,1538451.0,599.0,1202.571,52196.0,85.0,110.714,25622.916,9.976,20.029,869.325,1.416,1.844,0.94,,,,,,,,,13932.0,9649219.0,160.708,0.232,26243.0,0.4370000000000001,0.046,21.8,people tested,,,,,,6241.0,,,,,104.0,6241.0,0.01,48.15,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,6241.0,0.01,6241.0,104.0,,358.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,55.0,0.0,0.0,0.0
137665,ZAF,2021-04-05,Africa,South Africa,1552416.0,452.0,919.571,52995.0,8.0,40.714,25855.503,7.528,15.315,882.632,0.133,0.6779999999999999,0.89,,,,,,,,,11091.0,9979294.0,166.205,0.185,22757.0,0.379,0.04,24.7,people tested,,,,,,4587.0,,,,,76.0,4587.0,0.008,48.15,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,4587.0,0.008,4587.0,76.0,,259.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,37.0,0.0,0.0,0.0
137679,ZAF,2021-04-19,Africa,South Africa,1567513.0,744.0,1200.0,53757.0,21.0,57.286,26106.944,12.390999999999998,19.986,895.323,0.35,0.954,1.09,,,,,,,,,18130.0,10355196.0,172.46599999999995,0.302,28603.0,0.476,0.042,23.8,people tested,,,,,,721.0,,,,,12.0,721.0,0.001,47.22,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,721.0,0.001,721.0,12.0,,198.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,40.0,0.0,0.0,0.0
137693,ZAF,2021-05-03,Africa,South Africa,1584961.0,897.0,1234.429,54452.0,35.0,38.0,26397.54,14.94,20.559,906.899,0.583,0.633,1.18,,,,,,,,,16752.0,10715773.0,178.47099999999998,0.279,24279.0,0.404,0.051,19.7,people tested,329098.0,329098.0,329098.0,,,4526.0,0.55,0.55,0.55,,75.0,4526.0,0.008,43.52,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,4526.0,0.008,4526.0,75.0,,301.0,0.0,0.0,1.0,0.0,1.0,7.0,18.0,62.0,0.0,0.0,0.0
137707,ZAF,2021-05-17,Africa,South Africa,1615485.0,1757.0,2537.286,55260.0,50.0,62.143,26905.918,29.263,42.25899999999999,920.356,0.833,1.035,1.29,,,,,,,,,19505.0,11134553.0,185.446,0.325,32648.0,0.544,0.078,12.9,people tested,478733.0,478733.0,478733.0,,0.0,11929.0,0.8,0.8,0.8,,199.0,11929.0,0.02,39.81,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,11929.0,0.02,11929.0,199.0,0.0,398.0,0.0,0.0,0.0,0.0,7.0,46.0,24.0,68.0,0.0,0.0,0.0
137721,ZAF,2021-05-31,Africa,South Africa,1665617.0,6547.0,3967.0,56506.0,143.0,90.286,27740.867,109.04,66.07,941.108,2.382,1.504,1.32,,,,,,,,,24669.0,11631239.0,193.718,0.411,36137.0,0.602,0.11,9.1,people tested,1045104.0,1045104.0,,,74656.0,49171.0,1.74,1.74,,,819.0,49171.0,0.08199999999999999,25.0,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,49171.0,0.08199999999999999,49171.0,819.0,74656.0,390.0,0.0,0.0,1.0,0.0,3.0,133.0,45.0,63.0,0.0,0.0,0.0
137735,ZAF,2021-06-14,Africa,South Africa,1752630.0,5548.0,7540.143,57879.0,114.0,116.571,29190.069,92.402,125.581,963.975,1.899,1.941,1.39,,,,,,,,,30034.0,12223448.0,203.582,0.5,46236.0,0.77,0.163,6.1,people tested,1871987.0,1871987.0,,,94699.0,62608.0,3.12,3.12,,,1043.0,62608.0,0.104,44.44,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,62608.0,0.104,62608.0,1043.0,94699.0,419.0,0.0,0.0,10.0,0.0,0.0,487.0,55.0,108.0,0.0,0.0,0.0
137749,ZAF,2021-06-28,Africa,South Africa,1941119.0,12222.0,15520.0,60038.0,138.0,177.571,32329.355,203.558,258.486,999.933,2.298,2.957,1.28,,,,,,,,,43155.0,13011903.0,216.713,0.7190000000000001,60794.0,1.013,0.255,3.9,people tested,2787996.0,2787996.0,,,8084.0,79822.0,4.64,4.64,,,1329.0,79822.0,0.133,71.3,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,79822.0,0.133,79822.0,1329.0,8084.0,179.0,0.0,0.0,1.0,0.0,0.0,1268.0,48.0,128.0,0.0,0.0,0.0
137763,ZAF,2021-07-12,Africa,South Africa,2206781.0,11182.0,18767.429,64509.0,220.0,334.0,36753.958,186.236,312.572,1074.398,3.664,5.563,0.95,,,,,,,,,35623.0,13937470.0,232.129,0.593,63986.0,1.0659999999999998,0.293,3.4,people tested,4390891.0,3887113.0,1399497.0,,,132095.0,7.31,6.47,2.33,,2200.0,60126.0,0.1,72.22,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,60126.0,0.1,132095.0,2200.0,,98.0,0.0,0.0,1.0,0.0,0.0,1965.0,15.0,132.0,0.0,0.0,0.0
137777,ZAF,2021-07-26,Africa,South Africa,2383490.0,5667.0,11598.0,70018.0,243.0,419.714,39697.048,94.384,193.165,1166.15,4.047,6.99,0.88,,,,,,,,,23349.0,14587196.0,242.95,0.389,45315.0,0.755,0.256,3.9,people tested,6613704.0,,,,229322.0,216956.0,11.02,,,,3613.0,149704.0,0.249,51.85,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,149704.0,0.249,216956.0,3613.0,229322.0,24.0,0.0,0.0,1.0,0.0,0.0,1564.0,5.0,65.0,0.0,0.0,0.0
137791,ZAF,2021-08-09,Africa,South Africa,2540222.0,6756.0,11209.143,75012.0,199.0,367.857,42307.421,112.521,186.688,1249.326,3.314,6.127000000000002,0.95,,,,,,,,,31242.0,15288559.0,254.631,0.52,51711.0,0.861,0.217,4.6,people tested,,,,,,162730.0,,,,,2710.0,115264.0,0.192,51.85,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,115264.0,0.192,162730.0,2710.0,,14.0,0.0,0.0,1.0,0.0,0.0,1514.0,2.0,60.0,0.0,0.0,0.0
137805,ZAF,2021-08-23,Africa,South Africa,2698605.0,7632.0,12148.0,79584.0,163.0,306.286,44945.291,127.111,202.325,1325.4720000000002,2.715,5.101,0.99,,,,,,,,,37789.0,16040903.0,267.161,0.629,58183.0,0.969,0.209,4.8,people tested,10790501.0,8240067.0,4983911.0,,311138.0,176137.0,17.97,13.72,8.3,,2934.0,107719.0,0.179,51.85,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,107719.0,0.179,176137.0,2934.0,311138.0,2.0,0.0,0.0,0.0,0.0,0.0,1203.0,0.0,29.0,0.0,0.0,0.0
137819,ZAF,2021-09-06,Africa,South Africa,2824063.0,4118.0,7641.143,83617.0,198.0,255.286,47034.795,68.585,127.263,1392.642,3.298,4.252,0.76,,,,,,,,,29365.0,16779074.0,279.456,0.489,50438.0,0.84,0.151,6.6,people tested,,,,,,197726.0,,,,,3293.0,119562.0,0.199,51.85,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,119562.0,0.199,197726.0,3293.0,,6.0,0.0,0.0,0.0,0.0,0.0,1226.0,2.0,30.0,0.0,0.0,0.0
137833,ZAF,2021-09-20,Africa,South Africa,2884134.0,1504.0,3328.429,86216.0,42.0,173.429,48035.279,25.049,55.435,1435.928,0.7,2.888,0.61,,,,,,,,,21440.0,17374385.0,289.371,0.35700000000000004,39408.0,0.6559999999999999,0.084,11.8,people tested,,,,,,178896.0,,,,,2980.0,121866.0,0.203,45.37,60041996.0,46.754,27.3,5.3439999999999985,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,,,,,121866.0,0.203,178896.0,2980.0,,0.0,0.0,0.0,0.0,0.0,0.0,878.0,0.0,38.0,0.0,0.0,0.0
